Date,Accounting_Period,Accounting_Period_Label,Product,Department,Category,GL_Code,Account,Type,Cost_Class,Budget,Actual,Forecast,Notes
2025-05-31,2025-05,May 25,Product A,Marketing,Software,6000,Software,OPEX,Indirect,21853.01,19209.95,22644.4,
2025-05-31,2025-05,May 25,Product A,Marketing,Travel,6000,Travel,OPEX,Indirect,12325.27,9428.45,12317.68,
2025-05-31,2025-05,May 25,Product A,Marketing,Rent,6000,Rent,OPEX,Indirect,10346.32,10311.58,10463.01,
2025-05-31,2025-05,May 25,Product A,Marketing,Utilities,6000,Utilities,OPEX,Indirect,8654.43,7437.3,8181.32,
2025-05-31,2025-05,May 25,Product A,Marketing,Training,6000,Training,OPEX,Indirect,21621.76,20502.6,18917.2,
2025-06-30,2025-06,Jun 25,Product A,Marketing,Salaries,6000,Salaries,OPEX,Indirect,31952.53,29814.03,31300.08,
2025-06-30,2025-06,Jun 25,Product A,Marketing,Digital Ads,6000,Digital Ads,OPEX,Indirect,8386.2,9442.2,8102.74,
2025-06-30,2025-06,Jun 25,Product A,Marketing,Software,6000,Software,OPEX,Indirect,24621.78,20084.55,25101.53,
2025-06-30,2025-06,Jun 25,Product A,Marketing,Travel,6000,Travel,OPEX,Indirect,9480.11,11286.95,9185.18,
2025-06-30,2025-06,Jun 25,Product A,Marketing,Rent,6000,Rent,OPEX,Indirect,19530.93,16537.97,19599.21,
2025-06-30,2025-06,Jun 25,Product A,Marketing,Utilities,6000,Utilities,OPEX,Indirect,11262.61,11799.2,11575.47,
2025-06-30,2025-06,Jun 25,Product A,Marketing,Training,6000,Training,OPEX,Indirect,12973.24,14775.24,13904.92,
2025-01-31,2025-01,Jan 25,Product A,IT,Salaries,6000,Salaries,OPEX,Indirect,23341.58,18073.48,22970.56,
2025-01-31,2025-01,Jan 25,Product A,IT,Digital Ads,6000,Digital Ads,OPEX,Indirect,6154.14,5732.13,6103.02,
2025-01-31,2025-01,Jan 25,Product A,IT,Software,6000,Software,OPEX,Indirect,13283.16,13942.74,13128.9,
2025-01-31,2025-01,Jan 25,Product A,IT,Travel,6000,Travel,OPEX,Indirect,15848.62,16701.26,16772.05,
2025-01-31,2025-01,Jan 25,Product A,IT,Rent,6000,Rent,OPEX,Indirect,30772.81,32949.85,29002.04,
2025-01-31,2025-01,Jan 25,Product A,IT,Utilities,6000,Utilities,OPEX,Indirect,10678.04,11787.66,10791.02,
2025-01-31,2025-01,Jan 25,Product A,IT,Training,6000,Training,OPEX,Indirect,5247.23,6003.02,5323.15,
2025-02-28,2025-02,Feb 25,Product A,IT,Salaries,6000,Salaries,OPEX,Indirect,21418.4,13886.16,21828.44,
2025-02-28,2025-02,Feb 25,Product A,IT,Digital Ads,6000,Digital Ads,OPEX,Indirect,25438.66,26817.75,26046.05,
2025-02-28,2025-02,Feb 25,Product A,IT,Software,6000,Software,OPEX,Indirect,24005.82,27953.93,23424.84,
2025-02-28,2025-02,Feb 25,Product A,IT,Travel,6000,Travel,OPEX,Indirect,24722.2,25932.71,26720.84,
2025-02-28,2025-02,Feb 25,Product A,IT,Rent,6000,Rent,OPEX,Indirect,10411.36,10274.27,10392.82,
2025-02-28,2025-02,Feb 25,Product A,IT,Utilities,6000,Utilities,OPEX,Indirect,21137.35,19254.79,22114.28,
2025-02-28,2025-02,Feb 25,Product A,IT,Training,6000,Training,OPEX,Indirect,28281.36,27921.01,28596.87,
2025-03-31,2025-03,Mar 25,Product A,IT,Salaries,6000,Salaries,OPEX,Indirect,8827.62,7724.25,9315.21,
2025-03-31,2025-03,Mar 25,Product A,IT,Digital Ads,6000,Digital Ads,OPEX,Indirect,12490.28,13155.48,12779.66,
2025-03-31,2025-03,Mar 25,Product A,IT,Software,6000,Software,OPEX,Indirect,21147.23,23013.9,21543.1,
2025-03-31,2025-03,Mar 25,Product A,IT,Travel,6000,Travel,OPEX,Indirect,19980.3,20774.02,19677.98,
2025-03-31,2025-03,Mar 25,Product A,IT,Rent,6000,Rent,OPEX,Indirect,29445.17,34672.07,32086.95,
2025-03-31,2025-03,Mar 25,Product A,IT,Utilities,6000,Utilities,OPEX,Indirect,26803.61,27938.12,27831.3,
2025-03-31,2025-03,Mar 25,Product A,IT,Training,6000,Training,OPEX,Indirect,22924.33,25190.41,22856.38,
2025-04-30,2025-04,Apr 25,Product A,IT,Salaries,6000,Salaries,OPEX,Indirect,16514.63,17770.89,16517.1,
2025-04-30,2025-04,Apr 25,Product A,IT,Digital Ads,6000,Digital Ads,OPEX,Indirect,31415.38,30002.29,32603.27,
2025-04-30,2025-04,Apr 25,Product A,IT,Software,6000,Software,OPEX,Indirect,12752.19,14959.3,12432.91,
2025-04-30,2025-04,Apr 25,Product A,IT,Travel,6000,Travel,OPEX,Indirect,30416.12,26689.37,30495.46,
2025-04-30,2025-04,Apr 25,Product A,IT,Rent,6000,Rent,OPEX,Indirect,30295.05,32547.91,30809.87,
2025-04-30,2025-04,Apr 25,Product A,IT,Utilities,6000,Utilities,OPEX,Indirect,33494.29,35970.73,29964.07,
2025-04-30,2025-04,Apr 25,Product A,IT,Training,6000,Training,OPEX,Indirect,23175.77,23276.06,23170.4,
2025-05-31,2025-05,May 25,Product A,IT,Salaries,6000,Salaries,OPEX,Indirect,7580.76,7765.22,7391.1,
2025-05-31,2025-05,May 25,Product A,IT,Digital Ads,6000,Digital Ads,OPEX,Indirect,20432.99,20429.58,21440.48,
2025-05-31,2025-05,May 25,Product A,IT,Software,6000,Software,OPEX,Indirect,16899.28,18272.99,16092.51,
2025-05-31,2025-05,May 25,Product A,IT,Travel,6000,Travel,OPEX,Indirect,32413.57,32810.02,31178.09,
2025-05-31,2025-05,May 25,Product A,IT,Rent,6000,Rent,OPEX,Indirect,28014.84,29838.92,26676.25,
2025-05-31,2025-05,May 25,Product A,IT,Utilities,6000,Utilities,OPEX,Indirect,29795.62,29065.98,29958.97,
2025-05-31,2025-05,May 25,Product A,IT,Training,6000,Training,OPEX,Indirect,7258.22,8540.32,7312.6,
2025-06-30,2025-06,Jun 25,Product A,IT,Salaries,6000,Salaries,OPEX,Indirect,24240.35,25533.99,24054.08,
2025-06-30,2025-06,Jun 25,Product A,IT,Digital Ads,6000,Digital Ads,OPEX,Indirect,13095.65,14874.93,12673.73,
2025-06-30,2025-06,Jun 25,Product A,IT,Software,6000,Software,OPEX,Indirect,14608.69,15406.36,15664.26,
2025-06-30,2025-06,Jun 25,Product A,IT,Travel,6000,Travel,OPEX,Indirect,11845.44,10261.06,11709.63,
2025-06-30,2025-06,Jun 25,Product A,IT,Rent,6000,Rent,OPEX,Indirect,17165.63,17632.78,18297.71,
2025-06-30,2025-06,Jun 25,Product A,IT,Utilities,6000,Utilities,OPEX,Indirect,16232.74,19028.61,16430.58,
2025-06-30,2025-06,Jun 25,Product A,IT,Training,6000,Training,OPEX,Indirect,34300.34,34555.2,34489.67,
2025-01-31,2025-01,Jan 25,Product A,HR,Salaries,6000,Salaries,OPEX,Indirect,10398.47,8472.31,10738.11,
2025-01-31,2025-01,Jan 25,Product A,HR,Digital Ads,6000,Digital Ads,OPEX,Indirect,9209.82,9219.22,9575.88,
2025-01-31,2025-01,Jan 25,Product A,HR,Software,6000,Software,OPEX,Indirect,27377.52,31406.26,29539.22,
2025-01-31,2025-01,Jan 25,Product A,HR,Travel,6000,Travel,OPEX,Indirect,27487.35,31583.93,29040.52,
2025-01-31,2025-01,Jan 25,Product A,HR,Rent,6000,Rent,OPEX,Indirect,10829.71,11505.05,10235.52,
2025-01-31,2025-01,Jan 25,Product A,HR,Utilities,6000,Utilities,OPEX,Indirect,13116.26,11865.6,13971.16,
2025-01-31,2025-01,Jan 25,Product A,HR,Training,6000,Training,OPEX,Indirect,18843.82,18229.5,17758.18,
2025-02-28,2025-02,Feb 25,Product A,HR,Salaries,6000,Salaries,OPEX,Indirect,11753.16,11864.56,12419.37,
2025-02-28,2025-02,Feb 25,Product A,HR,Digital Ads,6000,Digital Ads,OPEX,Indirect,15192.13,13389.81,15534.2,
2025-02-28,2025-02,Feb 25,Product A,HR,Software,6000,Software,OPEX,Indirect,11092.18,10778.27,10990.03,
2025-02-28,2025-02,Feb 25,Product A,HR,Travel,6000,Travel,OPEX,Indirect,17287.73,17083.5,17076.91,
2025-02-28,2025-02,Feb 25,Product A,HR,Rent,6000,Rent,OPEX,Indirect,6456.53,6252.71,6235.12,
2025-02-28,2025-02,Feb 25,Product A,HR,Utilities,6000,Utilities,OPEX,Indirect,6219.83,7181.5,6239.02,
2025-02-28,2025-02,Feb 25,Product A,HR,Training,6000,Training,OPEX,Indirect,14712.74,14719.44,15977.15,
2025-03-31,2025-03,Mar 25,Product A,HR,Salaries,6000,Salaries,OPEX,Indirect,11988.39,11206.99,11997.1,
2025-03-31,2025-03,Mar 25,Product A,HR,Digital Ads,6000,Digital Ads,OPEX,Indirect,35136.31,33516.19,36926.58,
2025-03-31,2025-03,Mar 25,Product A,HR,Software,6000,Software,OPEX,Indirect,6411.03,7151.63,6498.43,
2025-03-31,2025-03,Mar 25,Product A,HR,Travel,6000,Travel,OPEX,Indirect,36565.34,37050.7,36567.79,
2025-03-31,2025-03,Mar 25,Product A,HR,Rent,6000,Rent,OPEX,Indirect,27003.21,22409.37,25400.48,
2025-03-31,2025-03,Mar 25,Product A,HR,Utilities,6000,Utilities,OPEX,Indirect,18803.04,15401.97,17876.85,
2025-03-31,2025-03,Mar 25,Product A,HR,Training,6000,Training,OPEX,Indirect,32759.15,39841.98,32084.72,
2025-04-30,2025-04,Apr 25,Product A,HR,Salaries,6000,Salaries,OPEX,Indirect,18992.15,14643.41,18881.16,
2025-04-30,2025-04,Apr 25,Product A,HR,Digital Ads,6000,Digital Ads,OPEX,Indirect,13558.34,10954.8,13041.78,
2025-04-30,2025-04,Apr 25,Product A,HR,Software,6000,Software,OPEX,Indirect,10017.12,10518.94,9355.74,
2025-04-30,2025-04,Apr 25,Product A,HR,Travel,6000,Travel,OPEX,Indirect,17327.85,18643.78,17318.64,
2025-04-30,2025-04,Apr 25,Product A,HR,Rent,6000,Rent,OPEX,Indirect,5149.36,5375.13,5307.18,
2025-04-30,2025-04,Apr 25,Product A,HR,Utilities,6000,Utilities,OPEX,Indirect,33895.17,37993.13,33460.2,
2025-04-30,2025-04,Apr 25,Product A,HR,Training,6000,Training,OPEX,Indirect,22215.34,27441.68,20851.32,
2025-05-31,2025-05,May 25,Product A,HR,Salaries,6000,Salaries,OPEX,Indirect,15701.15,13707.2,14662.88,
2025-05-31,2025-05,May 25,Product A,HR,Digital Ads,6000,Digital Ads,OPEX,Indirect,8412.62,8309.25,8138.97,
2025-05-31,2025-05,May 25,Product A,HR,Software,6000,Software,OPEX,Indirect,9814.88,8779.01,10934.58,
2025-05-31,2025-05,May 25,Product A,HR,Travel,6000,Travel,OPEX,Indirect,16350.05,15390.48,16198.03,
2025-05-31,2025-05,May 25,Product A,HR,Rent,6000,Rent,OPEX,Indirect,4702.76,3925.1,4277.01,
2025-05-31,2025-05,May 25,Product A,HR,Utilities,6000,Utilities,OPEX,Indirect,16996.75,19699.15,16958.99,
2025-05-31,2025-05,May 25,Product A,HR,Training,6000,Training,OPEX,Indirect,8368.38,9154.23,7991.43,
2025-06-30,2025-06,Jun 25,Product A,HR,Salaries,6000,Salaries,OPEX,Indirect,11957.7,11130.25,12292.24,
2025-06-30,2025-06,Jun 25,Product A,HR,Digital Ads,6000,Digital Ads,OPEX,Indirect,31044.39,26861.71,29206.37,
2025-06-30,2025-06,Jun 25,Product A,HR,Software,6000,Software,OPEX,Indirect,17100.21,17277.72,17379.81,
2025-06-30,2025-06,Jun 25,Product A,HR,Travel,6000,Travel,OPEX,Indirect,28905.35,30884.33,29798.8,
2025-06-30,2025-06,Jun 25,Product A,HR,Rent,6000,Rent,OPEX,Indirect,37975.97,33412.97,41172.76,
2025-06-30,2025-06,Jun 25,Product A,HR,Utilities,6000,Utilities,OPEX,Indirect,27090.83,27311.85,26532.56,
2025-06-30,2025-06,Jun 25,Product A,HR,Training,6000,Training,OPEX,Indirect,28662.13,23298.7,30048.38,
2025-01-31,2025-01,Jan 25,Product A,Finance,Salaries,6000,Salaries,OPEX,Indirect,31906.37,33062.54,30749.14,
2025-01-31,2025-01,Jan 25,Product A,Finance,Digital Ads,6000,Digital Ads,OPEX,Indirect,17091.18,17012.14,18577.81,
2025-01-31,2025-01,Jan 25,Product A,Finance,Software,6000,Software,OPEX,Indirect,15302.85,15481.73,15911.73,
2025-01-31,2025-01,Jan 25,Product A,Finance,Travel,6000,Travel,OPEX,Indirect,28301.35,27909.09,27118.27,
2025-01-31,2025-01,Jan 25,Product A,Finance,Rent,6000,Rent,OPEX,Indirect,35893.87,38450.46,38652.25,
2025-01-31,2025-01,Jan 25,Product A,Finance,Utilities,6000,Utilities,OPEX,Indirect,23956.2,25028.63,23209.24,
2025-01-31,2025-01,Jan 25,Product A,Finance,Training,6000,Training,OPEX,Indirect,32717.12,39077.61,33312.08,
2025-02-28,2025-02,Feb 25,Product A,Finance,Salaries,6000,Salaries,OPEX,Indirect,8212.88,6073.64,7385.81,
2025-02-28,2025-02,Feb 25,Product A,Finance,Digital Ads,6000,Digital Ads,OPEX,Indirect,11145.66,11480.62,10406.48,
2025-02-28,2025-02,Feb 25,Product A,Finance,Software,6000,Software,OPEX,Indirect,36452.54,40057.84,36761.85,
2025-02-28,2025-02,Feb 25,Product A,Finance,Travel,6000,Travel,OPEX,Indirect,24366.77,18140.97,24680.67,
2025-02-28,2025-02,Feb 25,Product A,Finance,Rent,6000,Rent,OPEX,Indirect,10680.55,9832.83,10062.43,
2025-02-28,2025-02,Feb 25,Product A,Finance,Utilities,6000,Utilities,OPEX,Indirect,33072.9,24800.43,34088.69,
2025-02-28,2025-02,Feb 25,Product A,Finance,Training,6000,Training,OPEX,Indirect,19755.02,13874.25,18770.81,
2025-03-31,2025-03,Mar 25,Product A,Finance,Salaries,6000,Salaries,OPEX,Indirect,25123.22,24075.51,23640.95,
2025-03-31,2025-03,Mar 25,Product A,Finance,Digital Ads,6000,Digital Ads,OPEX,Indirect,29738.17,31179.71,30578.96,
2025-03-31,2025-03,Mar 25,Product A,Finance,Software,6000,Software,OPEX,Indirect,26478.03,27672.85,24511.96,
2025-03-31,2025-03,Mar 25,Product A,Finance,Travel,6000,Travel,OPEX,Indirect,16912.38,15774.34,16893.57,
2025-03-31,2025-03,Mar 25,Product A,Finance,Rent,6000,Rent,OPEX,Indirect,29240.53,32635.24,29668.81,
2025-03-31,2025-03,Mar 25,Product A,Finance,Utilities,6000,Utilities,OPEX,Indirect,32617.7,35522.09,29554.91,
2025-03-31,2025-03,Mar 25,Product A,Finance,Training,6000,Training,OPEX,Indirect,11312.28,11678.92,11545.29,
2025-04-30,2025-04,Apr 25,Product A,Finance,Salaries,6000,Salaries,OPEX,Indirect,18100.99,19530.0,20554.35,
2025-04-30,2025-04,Apr 25,Product A,Finance,Digital Ads,6000,Digital Ads,OPEX,Indirect,29512.74,31027.79,30160.53,
2025-04-30,2025-04,Apr 25,Product A,Finance,Software,6000,Software,OPEX,Indirect,10214.42,13045.67,10381.35,
2025-04-30,2025-04,Apr 25,Product A,Finance,Travel,6000,Travel,OPEX,Indirect,11916.57,11760.49,11765.89,
2025-04-30,2025-04,Apr 25,Product A,Finance,Rent,6000,Rent,OPEX,Indirect,12847.19,13390.83,14076.0,
2025-04-30,2025-04,Apr 25,Product A,Finance,Utilities,6000,Utilities,OPEX,Indirect,32111.55,30157.48,31452.72,
2025-04-30,2025-04,Apr 25,Product A,Finance,Training,6000,Training,OPEX,Indirect,25443.03,28240.68,23238.12,
2025-05-31,2025-05,May 25,Product A,Finance,Salaries,6000,Salaries,OPEX,Indirect,13247.99,13847.24,12501.47,
2025-05-31,2025-05,May 25,Product A,Finance,Digital Ads,6000,Digital Ads,OPEX,Indirect,12091.76,13484.14,11175.96,
2025-05-31,2025-05,May 25,Product A,Finance,Software,6000,Software,OPEX,Indirect,9093.28,7341.62,9082.23,
2025-05-31,2025-05,May 25,Product A,Finance,Travel,6000,Travel,OPEX,Indirect,34141.11,34867.34,34638.26,
2025-05-31,2025-05,May 25,Product A,Finance,Rent,6000,Rent,OPEX,Indirect,12590.62,8258.86,12390.78,
2025-05-31,2025-05,May 25,Product A,Finance,Utilities,6000,Utilities,OPEX,Indirect,26548.18,26848.22,28205.79,
2025-05-31,2025-05,May 25,Product A,Finance,Training,6000,Training,OPEX,Indirect,27433.96,24419.0,26512.3,
2025-06-30,2025-06,Jun 25,Product A,Finance,Salaries,6000,Salaries,OPEX,Indirect,28749.52,30344.12,26059.69,
2025-06-30,2025-06,Jun 25,Product A,Finance,Digital Ads,6000,Digital Ads,OPEX,Indirect,14128.85,13819.43,14535.44,
2025-06-30,2025-06,Jun 25,Product A,Finance,Software,6000,Software,OPEX,Indirect,34078.26,32753.36,33730.54,
2025-06-30,2025-06,Jun 25,Product A,Finance,Travel,6000,Travel,OPEX,Indirect,31454.68,34076.76,31857.16,
2025-06-30,2025-06,Jun 25,Product A,Finance,Rent,6000,Rent,OPEX,Indirect,12814.98,13604.17,12546.6,
2025-06-30,2025-06,Jun 25,Product A,Finance,Utilities,6000,Utilities,OPEX,Indirect,27015.33,31103.09,28863.05,
2025-06-30,2025-06,Jun 25,Product A,Finance,Training,6000,Training,OPEX,Indirect,9856.83,11034.32,10335.45,
2025-01-31,2025-01,Jan 25,Product A,Operations,Salaries,6000,Salaries,OPEX,Indirect,29951.3,29198.65,30536.14,
2025-01-31,2025-01,Jan 25,Product A,Operations,Digital Ads,6000,Digital Ads,OPEX,Indirect,23833.77,21226.99,24816.23,
2025-01-31,2025-01,Jan 25,Product A,Operations,Software,6000,Software,OPEX,Indirect,30770.33,33523.04,30353.5,
2025-01-31,2025-01,Jan 25,Product A,Operations,Travel,6000,Travel,OPEX,Indirect,25952.89,20859.49,26260.36,
2025-01-31,2025-01,Jan 25,Product A,Operations,Rent,6000,Rent,OPEX,Indirect,5734.78,3700.8,5377.12,
2025-01-31,2025-01,Jan 25,Product A,Operations,Utilities,6000,Utilities,OPEX,Indirect,19293.55,20128.4,17951.99,
2025-01-31,2025-01,Jan 25,Product A,Operations,Training,6000,Training,OPEX,Indirect,12075.24,12495.52,13479.46,
2025-02-28,2025-02,Feb 25,Product A,Operations,Salaries,6000,Salaries,OPEX,Indirect,5383.65,5000.4,5296.01,
2025-02-28,2025-02,Feb 25,Product A,Operations,Digital Ads,6000,Digital Ads,OPEX,Indirect,28787.61,27422.23,30899.44,
2025-02-28,2025-02,Feb 25,Product A,Operations,Software,6000,Software,OPEX,Indirect,22117.69,22358.53,24092.05,
2025-02-28,2025-02,Feb 25,Product A,Operations,Travel,6000,Travel,OPEX,Indirect,19439.44,17749.11,18609.61,
2025-02-28,2025-02,Feb 25,Product A,Operations,Rent,6000,Rent,OPEX,Indirect,24788.72,24908.47,23194.32,
2025-02-28,2025-02,Feb 25,Product A,Operations,Utilities,6000,Utilities,OPEX,Indirect,17446.4,13745.77,17541.91,
2025-02-28,2025-02,Feb 25,Product A,Operations,Training,6000,Training,OPEX,Indirect,16587.18,12087.91,16428.97,
2025-03-31,2025-03,Mar 25,Product A,Operations,Salaries,6000,Salaries,OPEX,Indirect,31495.83,25988.58,30880.59,
2025-03-31,2025-03,Mar 25,Product A,Operations,Digital Ads,6000,Digital Ads,OPEX,Indirect,13965.26,14909.27,14045.27,
2025-03-31,2025-03,Mar 25,Product A,Operations,Software,6000,Software,OPEX,Indirect,28498.0,25729.75,29749.14,
2025-03-31,2025-03,Mar 25,Product A,Operations,Travel,6000,Travel,OPEX,Indirect,29379.02,30009.16,28473.71,
2025-03-31,2025-03,Mar 25,Product A,Operations,Rent,6000,Rent,OPEX,Indirect,15652.59,13639.6,15375.84,
2025-03-31,2025-03,Mar 25,Product A,Operations,Utilities,6000,Utilities,OPEX,Indirect,18140.67,15637.07,18786.45,
2025-03-31,2025-03,Mar 25,Product A,Operations,Training,6000,Training,OPEX,Indirect,10675.42,9875.27,11382.74,
2025-04-30,2025-04,Apr 25,Product A,Operations,Salaries,6000,Salaries,OPEX,Indirect,10272.99,10887.79,9190.63,
2025-04-30,2025-04,Apr 25,Product A,Operations,Digital Ads,6000,Digital Ads,OPEX,Indirect,37456.94,38051.81,37584.13,
2025-04-30,2025-04,Apr 25,Product A,Operations,Software,6000,Software,OPEX,Indirect,5822.27,4426.69,5332.52,
2025-04-30,2025-04,Apr 25,Product A,Operations,Travel,6000,Travel,OPEX,Indirect,19968.71,23112.65,19654.03,
2025-04-30,2025-04,Apr 25,Product A,Operations,Rent,6000,Rent,OPEX,Indirect,5130.77,3437.82,5070.71,
2025-04-30,2025-04,Apr 25,Product A,Operations,Utilities,6000,Utilities,OPEX,Indirect,28953.27,32701.72,30688.33,
2025-04-30,2025-04,Apr 25,Product A,Operations,Training,6000,Training,OPEX,Indirect,21820.21,23436.52,22426.12,
2025-05-31,2025-05,May 25,Product A,Operations,Salaries,6000,Salaries,OPEX,Indirect,19995.73,17200.74,22004.06,
2025-05-31,2025-05,May 25,Product A,Operations,Digital Ads,6000,Digital Ads,OPEX,Indirect,27968.58,22305.45,26667.67,
2025-05-31,2025-05,May 25,Product A,Operations,Software,6000,Software,OPEX,Indirect,24515.41,26986.33,24805.86,
2025-05-31,2025-05,May 25,Product A,Operations,Travel,6000,Travel,OPEX,Indirect,30466.09,29600.88,27753.48,
2025-05-31,2025-05,May 25,Product A,Operations,Rent,6000,Rent,OPEX,Indirect,36372.11,38098.37,33522.24,
2025-05-31,2025-05,May 25,Product A,Operations,Utilities,6000,Utilities,OPEX,Indirect,26125.82,24980.04,24328.48,
2025-05-31,2025-05,May 25,Product A,Operations,Training,6000,Training,OPEX,Indirect,4797.08,5241.21,4991.15,
2025-06-30,2025-06,Jun 25,Product A,Operations,Salaries,6000,Salaries,OPEX,Indirect,33294.95,33854.01,31935.56,
2025-06-30,2025-06,Jun 25,Product A,Operations,Digital Ads,6000,Digital Ads,OPEX,Indirect,32345.19,29881.21,30463.55,
2025-06-30,2025-06,Jun 25,Product A,Operations,Software,6000,Software,OPEX,Indirect,23124.48,18720.38,23153.54,
2025-06-30,2025-06,Jun 25,Product A,Operations,Travel,6000,Travel,OPEX,Indirect,29040.3,28995.21,26929.65,
2025-06-30,2025-06,Jun 25,Product A,Operations,Rent,6000,Rent,OPEX,Indirect,30302.16,34043.07,26947.43,
2025-06-30,2025-06,Jun 25,Product A,Operations,Utilities,6000,Utilities,OPEX,Indirect,34484.71,33851.46,35433.38,
2025-06-30,2025-06,Jun 25,Product A,Operations,Training,6000,Training,OPEX,Indirect,27760.35,22360.7,24506.36,
2025-01-31,2025-01,Jan 25,Product A,R&D,Salaries,6000,Salaries,OPEX,Indirect,11143.76,10534.61,10371.25,
2025-01-31,2025-01,Jan 25,Product A,R&D,Digital Ads,6000,Digital Ads,OPEX,Indirect,26852.3,24501.4,27359.77,
2025-01-31,2025-01,Jan 25,Product A,R&D,Software,6000,Software,OPEX,Indirect,10199.24,10491.27,11003.84,
2025-01-31,2025-01,Jan 25,Product A,R&D,Travel,6000,Travel,OPEX,Indirect,34636.11,39343.95,36826.05,
2025-01-31,2025-01,Jan 25,Product A,R&D,Rent,6000,Rent,OPEX,Indirect,8706.85,10125.85,8928.04,
2025-01-31,2025-01,Jan 25,Product A,R&D,Utilities,6000,Utilities,OPEX,Indirect,10579.5,10092.24,10731.96,
2025-01-31,2025-01,Jan 25,Product A,R&D,Training,6000,Training,OPEX,Indirect,22961.52,23178.09,22183.04,
2025-02-28,2025-02,Feb 25,Product A,R&D,Salaries,6000,Salaries,OPEX,Indirect,25158.51,19793.75,25566.1,
2025-02-28,2025-02,Feb 25,Product A,R&D,Digital Ads,6000,Digital Ads,OPEX,Indirect,13259.44,13333.52,13764.53,
2025-02-28,2025-02,Feb 25,Product A,R&D,Software,6000,Software,OPEX,Indirect,9974.21,11329.17,8805.09,
2025-02-28,2025-02,Feb 25,Product A,R&D,Travel,6000,Travel,OPEX,Indirect,7389.26,8344.99,6938.56,
2025-02-28,2025-02,Feb 25,Product A,R&D,Rent,6000,Rent,OPEX,Indirect,8061.03,8044.55,8175.12,
2025-02-28,2025-02,Feb 25,Product A,R&D,Utilities,6000,Utilities,OPEX,Indirect,8390.3,9370.78,8393.78,
2025-02-28,2025-02,Feb 25,Product A,R&D,Training,6000,Training,OPEX,Indirect,9369.26,9934.84,8238.34,
2025-03-31,2025-03,Mar 25,Product A,R&D,Salaries,6000,Salaries,OPEX,Indirect,15594.22,15694.26,15501.31,
2025-03-31,2025-03,Mar 25,Product A,R&D,Digital Ads,6000,Digital Ads,OPEX,Indirect,19865.95,18211.18,19362.74,
2025-03-31,2025-03,Mar 25,Product A,R&D,Software,6000,Software,OPEX,Indirect,30186.85,28789.93,29829.97,
2025-03-31,2025-03,Mar 25,Product A,R&D,Travel,6000,Travel,OPEX,Indirect,29800.21,23507.07,30920.4,
2025-03-31,2025-03,Mar 25,Product A,R&D,Rent,6000,Rent,OPEX,Indirect,35043.88,30417.52,34864.0,
2025-03-31,2025-03,Mar 25,Product A,R&D,Utilities,6000,Utilities,OPEX,Indirect,27139.62,24872.23,27443.54,
2025-03-31,2025-03,Mar 25,Product A,R&D,Training,6000,Training,OPEX,Indirect,23996.33,21984.44,23889.16,
2025-04-30,2025-04,Apr 25,Product A,R&D,Salaries,6000,Salaries,OPEX,Indirect,23552.88,24824.79,23285.06,
2025-04-30,2025-04,Apr 25,Product A,R&D,Digital Ads,6000,Digital Ads,OPEX,Indirect,12111.62,12641.42,11671.96,
2025-04-30,2025-04,Apr 25,Product A,R&D,Software,6000,Software,OPEX,Indirect,29423.65,25803.09,28632.43,
2025-04-30,2025-04,Apr 25,Product A,R&D,Travel,6000,Travel,OPEX,Indirect,21977.03,23665.42,21385.5,
2025-04-30,2025-04,Apr 25,Product A,R&D,Rent,6000,Rent,OPEX,Indirect,27200.79,30050.53,26473.43,
2025-04-30,2025-04,Apr 25,Product A,R&D,Utilities,6000,Utilities,OPEX,Indirect,15597.84,13011.19,15183.03,
2025-04-30,2025-04,Apr 25,Product A,R&D,Training,6000,Training,OPEX,Indirect,14395.4,13590.81,16104.57,
2025-05-31,2025-05,May 25,Product A,R&D,Salaries,6000,Salaries,OPEX,Indirect,29335.23,25364.58,28611.53,
2025-05-31,2025-05,May 25,Product A,R&D,Digital Ads,6000,Digital Ads,OPEX,Indirect,6704.67,6895.21,7342.59,
2025-05-31,2025-05,May 25,Product A,R&D,Software,6000,Software,OPEX,Indirect,8873.68,9965.06,8800.94,
2025-05-31,2025-05,May 25,Product A,R&D,Travel,6000,Travel,OPEX,Indirect,24632.3,26526.98,24492.92,
2025-05-31,2025-05,May 25,Product A,R&D,Rent,6000,Rent,OPEX,Indirect,13023.58,12111.38,12679.48,
2025-05-31,2025-05,May 25,Product A,R&D,Utilities,6000,Utilities,OPEX,Indirect,26641.44,29989.68,24779.62,
2025-05-31,2025-05,May 25,Product A,R&D,Training,6000,Training,OPEX,Indirect,18936.75,21498.56,19029.17,
2025-06-30,2025-06,Jun 25,Product A,R&D,Salaries,6000,Salaries,OPEX,Indirect,19954.72,20130.19,19992.16,
2025-06-30,2025-06,Jun 25,Product A,R&D,Digital Ads,6000,Digital Ads,OPEX,Indirect,17236.38,16792.97,15993.65,
2025-06-30,2025-06,Jun 25,Product A,R&D,Software,6000,Software,OPEX,Indirect,18711.79,15639.31,18534.44,
2025-06-30,2025-06,Jun 25,Product A,R&D,Travel,6000,Travel,OPEX,Indirect,17777.97,16948.88,19091.22,
2025-06-30,2025-06,Jun 25,Product A,R&D,Rent,6000,Rent,OPEX,Indirect,25943.19,28032.85,24938.34,
